Complexity,Loss,Equation
1,0.09795843,"1.0473711"
4,6.489002e-12,"sqrt(input_u + 1.0000048)"
5,1.6163866e-12,"sqrt(input_u + sqrt(1.0000048))"
7,8.636431e-16,"sqrt(input_u + sqrt(input_u / input_u))"
