Complexity,Loss,Equation
1,0.10844446,"1.059609"
4,1.0126337e-13,"sqrt(input_u + 1.0000006)"
5,1.756497e-14,"sqrt(input_u + sqrt(1.0000006))"
7,9.488614e-16,"sqrt(sqrt(input_u / input_u) + input_u)"
