time,input_u,output_y,mode_q
6.81,3.90610627752862,79.2883312567424,2
6.82,3.88562845184026,78.4905423287527,2
6.83,3.86485286356045,77.6854382848572,2
6.84,3.84378279339544,76.8733308140141,2
6.85,3.82242156855353,76.0545332387162,2
6.86,3.80077256221977,75.2293603486132,2
6.87,3.77883919302321,74.3981282336417,2
6.88,3.75662492449712,73.5611541167651,2
6.89,3.73413326453201,72.7187561864225,2
6.9,3.71136776482172,71.8712534287889,2
6.91,3.68833202030256,71.0189654599459,2
6.92,3.66502966858563,70.1622123580645,2
6.93,3.64146438938239,69.3013144957004,2
6.94,3.61763990392361,68.4365923723022,2
6.95,3.59355997437173,67.5683664470327,2
6.96,3.56922840322675,66.696956972003,2
6.97,3.54464903272584,65.822683826021,2
6.98,3.51982574423651,64.9458663489507,2
6.99,3.4947624576438,64.0668231767825,2
7,3.46946313073118,63.1858720775151,2
7.01,3.44393175855567,62.3033297879418,2
7.02,3.41817237281689,61.4195118514433,2
7.03,3.39218904122047,60.5347324568813,2
7.04,3.36598586683567,59.6493042786875,2
7.05,3.33956698744749,58.7635383182456,2
7.06,3.31293657490324,57.877743746658,2
7.07,3.28609883445377,56.992227748992,2
7.08,3.2590580040894,56.1072953700959,2
7.09,3.23181835387073,55.2232493620786,2
7.1,3.20438418525429,54.340390033539,2
7.11,3.17675983041334,53.4590151006388,2
7.12,3.14894965155372,52.5794195401015,2
7.13,3.12095804022508,51.7018954442279,2
7.14,3.09278941662733,50.8267318780101,2
7.15,3.06444822891268,49.9542147384303,2
7.16,3.03593895248321,49.0846266160243,2
7.17,3.00726608928416,48.2182466587922,2
7.18,2.97843416709301,47.3553504385351,2
7.19,2.9494477388045,46.496209819695,2
7.2,2.9203113817117,45.6410928307745,2
7.21,2.89102969678313,44.7902635384097,2
7.22,2.86160730793629,43.943981924172,2
7.23,2.83204886130747,43.1025037641646,2
7.24,2.80235902451802,42.266080511488,2
7.25,2.77254248593737,41.4349591816388,2
7.26,2.74260395394259,40.6093822409076,2
7.27,2.71254815617494,39.7895874978403,2
7.28,2.68237983879332,38.9758079978243,2
7.29,2.65210376572474,38.1682719208568,2
7.3,2.62172471791214,37.3672024825574,2
7.31,2.59124749255931,36.5728178384746,2
7.32,2.56067690237345,35.7853309917445,2
7.33,2.53001777480514,35.0049497041496,2
7.34,2.49927495128602,34.2318764106286,2
7.35,2.46845328646431,33.4663081372824,2
7.36,2.43755764743819,32.7084364229221,2
7.37,2.40659291298721,31.9584472442013,2
7.38,2.37556397280189,31.2165209443716,2
7.39,2.34447572671159,30.4828321656992,2
7.4,2.31333308391076,29.7575497855803,2
7.41,2.28214096218371,29.0408368563838,2
7.42,2.25090428712804,28.332850549057,2
7.43,2.21962799137686,27.6337421005183,2
7.44,2.18831701381983,26.9436567648668,2
7.45,2.15697629882329,26.2627337684271,2
7.46,2.12561079544943,25.5911062686557,2
7.47,2.09422545667484,24.9289013169246,2
7.48,2.06282523860835,24.2762398251979,2
7.49,2.03141509970838,23.633236536616,2
7.5,2,23,2
7.51,1.96858490029162,22.3766325482809,2
7.52,1.93717476139166,21.7632302808641,2
7.53,1.90577454332517,21.1598830499312,2
7.54,1.87438920455058,20.5666744506787,2
7.55,1.84302370117672,19.9836818154956,2
7.56,1.81168298618017,19.4109762120734,2
7.57,1.78037200862314,18.848622445444,2
7.58,1.74909571287196,18.2966790639354,2
7.59,1.7178590378163,17.7551983690357,2
7.6,1.68666691608924,17.22422642915,2
7.61,1.65552427328841,16.7038030972356,2
7.62,1.62443602719811,16.1939620322959,2
7.63,1.59340708701279,15.6947307247129,2
7.64,1.56244235256181,15.2061305253944,2
7.65,1.53154671353569,14.7281766787098,2
7.66,1.50072504871398,14.2608783591879,2
7.67,1.46998222519487,13.8042387119443,2
7.68,1.43932309762655,13.3582548968064,2
7.69,1.40875250744069,12.9229181361022,2
7.7,1.37827528208787,12.498213766072,2
7.71,1.34789623427526,12.0841212918671,2
7.72,1.31762016120669,11.6806144460917,2
7.73,1.28745184382506,11.2876612508427,2
7.74,1.25739604605741,10.9052240832041,2
7.75,1.22745751406263,10.5332597441441,2
7.76,1.19764097548198,10.1717195307671,2
7.77,1.16795113869253,9.82054931186593,2
7.78,1.13839269206371,9.4796896067203,2
7.79,1.10897030321687,9.14907566708462,2
7.8,1.07968861828831,8.82863756230656,2
7.81,1.0505522611955,8.51830026751486,2
7.82,1.021565832907,8.21798375481481,2
7.83,0.992733910715842,1.41164227434426,2
7.84,0.96406104751679,1.40144962361006,1
7.85,0.935551771087321,1.3912410902095,1
7.86,0.907210583372672,1.38101795186474,1
7.87,0.879041959774921,1.37078151423738,1
7.88,0.85105034844628,1.36053311185222,1
7.89,0.823240169586666,1.35027410905589,1
7.9,0.795615814745711,1.34000590101153,1
7.91,0.768181646129272,1.32972991473053,1
7.92,0.740941995910601,1.31944761014244,1
7.93,0.713901165546234,1.30916048120398,1
7.94,0.687063425096763,1.29887005704834,1
7.95,0.660433012552509,1.28857790317563,1
7.96,0.634014133164329,1.27828562268545,1
7.97,0.60781095877953,1.26799485755248,1
7.98,0.58182762718311,1.25770728994592,1
7.99,0.55606824144433,1.24742464359348,1
8,0.530536869268818,1.2371486851906,1
8.01,0.505237542356205,1.2268812258553,1
8.02,0.480174255763487,1.21662412262929,1
8.03,0.455350967274166,1.20637928002522,1
8.04,0.430771596773252,1.19614865162038,1
