Time_s,InductorCurrent_A,CapacitorVoltage_V,SwitchState,Vin_V,L_H,C_F,R_Ohm
0.000768,14.2911132634586,12.8295811063849,0,24,0.001,0.00047,10
0.000769,14.2782836823522,12.8572580322419,0,24,0.001,0.00047,10
0.00077,14.26542642432,12.8849017724103,0,24,0.001,0.00047,10
0.000771,14.2525415225476,12.9125122750637,0,24,0.001,0.00047,10
0.000772,14.2396290102725,12.9400894884574,0,24,0.001,0.00047,10
0.000773,14.226688920784,12.9676333609285,0,24,0.001,0.00047,10
0.000774,14.2137212874231,12.9951438408959,0,24,0.001,0.00047,10
0.000775,14.2007261435822,13.0226208768604,0,24,0.001,0.00047,10
0.000776,14.1877035227054,13.0500644174049,0,24,0.001,0.00047,10
0.000777,14.1746534582879,13.0774744111942,0,24,0.001,0.00047,10
0.000778,14.1615759838768,13.1048508069754,0,24,0.001,0.00047,10
0.000779,14.1484711330698,13.1321935535779,0,24,0.001,0.00047,10
0.00078,14.1353389395162,13.1595025999135,0,24,0.001,0.00047,10
0.000781,14.1221794369163,13.1867778949763,0,24,0.001,0.00047,10
0.000782,14.1089926590213,13.2140193878431,0,24,0.001,0.00047,10
0.000783,14.0957786396335,13.2412270276734,0,24,0.001,0.00047,10
0.000784,14.0825374126058,13.2684007637093,0,24,0.001,0.00047,10
0.000785,14.0692690118421,13.2955405452758,0,24,0.001,0.00047,10
0.000786,14.0559734712968,13.3226463217807,0,24,0.001,0.00047,10
0.000787,14.042650824975,13.349718042715,0,24,0.001,0.00047,10
0.000788,14.0293011069323,13.3767556576527,0,24,0.001,0.00047,10
0.000789,14.0159243512747,13.4037591162509,0,24,0.001,0.00047,10
0.00079,14.0025205921584,13.4307283682501,0,24,0.001,0.00047,10
0.000791,13.9890898637902,13.4576633634743,0,24,0.001,0.00047,10
0.000792,13.9756322004267,13.4845640518305,0,24,0.001,0.00047,10
0.000793,13.9621476363749,13.5114303833098,0,24,0.001,0.00047,10
0.000794,13.9486362059915,13.5382623079864,0,24,0.001,0.00047,10
0.000795,13.9350979436836,13.5650597760188,0,24,0.001,0.00047,10
0.000796,13.9215328839075,13.5918227376487,0,24,0.001,0.00047,10
0.000797,13.9079410611699,13.6185511432022,0,24,0.001,0.00047,10
0.000798,13.8943225100267,13.6452449430891,0,24,0.001,0.00047,10
0.000799,13.8806772650836,13.6719040878034,0,24,0.001,0.00047,10
0.0008,13.8670053609958,13.6985285279232,0,24,0.001,0.00047,10
0.000801,13.8533068324679,13.7251182141109,0,24,0.001,0.00047,10
0.000802,13.8395817142538,13.7516730971131,0,24,0.001,0.00047,10
0.000803,13.8258300411566,13.7781931277611,0,24,0.001,0.00047,10
0.000804,13.8120518480289,13.8046782569704,0,24,0.001,0.00047,10
0.000805,13.7982471697719,13.8311284357413,0,24,0.001,0.00047,10
0.000806,13.7844160413362,13.8575436151588,0,24,0.001,0.00047,10
0.000807,13.770558497721,13.8839237463924,0,24,0.001,0.00047,10
0.000808,13.7566745739746,13.9102687806969,0,24,0.001,0.00047,10
0.000809,13.7427643051939,13.9365786694116,0,24,0.001,0.00047,10
0.00081,13.7288277265245,13.962853363961,0,24,0.001,0.00047,10
0.000811,13.7148648731606,13.9890928158549,0,24,0.001,0.00047,10
0.000812,13.7008757803447,14.0152969766881,0,24,0.001,0.00047,10
0.000813,13.686860483368,14.0414657981406,0,24,0.001,0.00047,10
0.000814,13.6728190175699,14.0675992319779,0,24,0.001,0.00047,10
0.000815,13.6587514183379,14.0936972300511,0,24,0.001,0.00047,10
0.000816,13.6446577211078,14.1197597442964,0,24,0.001,0.00047,10
0.000817,13.6305379613635,14.1457867267362,0,24,0.001,0.00047,10
0.000818,13.6163921746368,14.1717781294781,0,24,0.001,0.00047,10
0.000819,13.6022203965073,14.1977339047157,0,24,0.001,0.00047,10
0.00082,13.5880226626026,14.2236540047286,0,24,0.001,0.00047,10
0.000821,13.5737990085979,14.249538381882,0,24,0.001,0.00047,10
0.000822,13.559549470216,14.2753869886276,0,24,0.001,0.00047,10
0.000823,13.5452740832274,14.3011997775028,0,24,0.001,0.00047,10
0.000824,13.5309728834499,14.3269767011315,0,24,0.001,0.00047,10
0.000825,13.5166459067487,14.3527177122237,0,24,0.001,0.00047,10
0.000826,13.5022931890365,14.3784227635759,0,24,0.001,0.00047,10
0.000827,13.4879147662729,14.4040918080709,0,24,0.001,0.00047,10
0.000828,13.4735106744649,14.4297247986783,0,24,0.001,0.00047,10
0.000829,13.4590809496662,14.455321688454,0,24,0.001,0.00047,10
0.00083,13.4446256279777,14.4808824305409,0,24,0.001,0.00047,10
0.000831,13.4301447455472,14.5064069781684,0,24,0.001,0.00047,10
0.000832,13.415638338569,14.5318952846529,0,24,0.001,0.00047,10
0.000833,13.4011064432844,14.5573473033978,0,24,0.001,0.00047,10
0.000834,13.386549095981,14.5827629878934,0,24,0.001,0.00047,10
0.000835,13.3719663329931,14.6081422917173,0,24,0.001,0.00047,10
0.000836,13.3573581907014,14.6334851685339,0,24,0.001,0.00047,10
0.000837,13.3427247055328,14.6587915720953,0,24,0.001,0.00047,10
0.000838,13.3280659139607,14.6840614562406,0,24,0.001,0.00047,10
0.000839,13.3133818525045,14.7092947748967,0,24,0.001,0.00047,10
0.00084,13.2986725577296,14.7344914820776,0,24,0.001,0.00047,10
0.000841,13.2839380662475,14.759651531885,0,24,0.001,0.00047,10
0.000842,13.2691784147156,14.7847748785086,0,24,0.001,0.00047,10
0.000843,13.2543936398371,14.8098614762253,0,24,0.001,0.00047,10
0.000844,13.2395837783609,14.8349112794002,0,24,0.001,0.00047,10
0.000845,13.2247488670815,14.8599242424862,0,24,0.001,0.00047,10
0.000846,13.209888942839,14.8849003200242,0,24,0.001,0.00047,10
0.000847,13.195004042519,14.909839466643,0,24,0.001,0.00047,10
0.000848,13.1800942030524,14.9347416370597,0,24,0.001,0.00047,10
0.000849,13.1651594614153,14.9596067860796,0,24,0.001,0.00047,10
0.00085,13.1501998546292,14.9844348685962,0,24,0.001,0.00047,10
0.000851,13.1352154197606,15.0092258395914,0,24,0.001,0.00047,10
0.000852,13.120206193921,15.0339796541357,0,24,0.001,0.00047,10
0.000853,13.1051722142669,15.0586962673879,0,24,0.001,0.00047,10
0.000854,13.0901135179995,15.0833756345954,0,24,0.001,0.00047,10
0.000855,13.0750301423649,15.1080177110944,0,24,0.001,0.00047,10
0.000856,13.0599221246538,15.1326224523098,0,24,0.001,0.00047,10
0.000857,13.0447895022015,15.1571898137554,0,24,0.001,0.00047,10
0.000858,13.0296323123877,15.1817197510338,0,24,0.001,0.00047,10
0.000859,13.0144505926367,15.2062122198365,0,24,0.001,0.00047,10
0.00086,12.9992443804169,15.2306671759443,0,24,0.001,0.00047,10
0.000861,12.9840137132409,15.2550845752269,0,24,0.001,0.00047,10
0.000862,12.9687586286657,15.2794643736433,0,24,0.001,0.00047,10
0.000863,12.9534791642921,15.3038065272418,0,24,0.001,0.00047,10
0.000864,12.9381753577648,15.32811099216,0,24,0.001,0.00047,10
0.000865,12.9228472467727,15.352377724625,0,24,0.001,0.00047,10
0.000866,12.907494869048,15.3766066809533,0,24,0.001,0.00047,10
0.000867,12.8921182623671,15.4007978175511,0,24,0.001,0.00047,10
0.000868,12.8767174645495,15.4249510909141,0,24,0.001,0.00047,10
0.000869,12.8612925134586,15.4490664576279,0,24,0.001,0.00047,10
0.00087,12.845843447001,15.4731438743676,0,24,0.001,0.00047,10
0.000871,12.8303703031266,15.4971832978986,0,24,0.001,0.00047,10
0.000872,12.8148731198287,15.5211846850759,0,24,0.001,0.00047,10
0.000873,12.7993519351436,15.5451479928447,0,24,0.001,0.00047,10
0.000874,12.7838067871508,15.5690731782401,0,24,0.001,0.00047,10
0.000875,12.7682377139726,15.5929601983877,0,24,0.001,0.00047,10
0.000876,12.7526447537742,15.6168090105028,0,24,0.001,0.00047,10
0.000877,12.7370279447637,15.6406195718916,0,24,0.001,0.00047,10
0.000878,12.7213873251918,15.6643918399503,0,24,0.001,0.00047,10
0.000879,12.7057229333518,15.6881257721656,0,24,0.001,0.00047,10
0.00088,12.6900348075797,15.7118213261148,0,24,0.001,0.00047,10
0.000881,12.6743229862535,15.7354784594658,0,24,0.001,0.00047,10
0.000882,12.6585875077941,15.7590971299771,0,24,0.001,0.00047,10
0.000883,12.6428284106641,15.7826772954979,0,24,0.001,0.00047,10
0.000884,12.6270457333686,15.8062189139684,0,24,0.001,0.00047,10
0.000885,12.6112395144546,15.8297219434194,0,24,0.001,0.00047,10
0.000886,12.5954097925112,15.8531863419728,0,24,0.001,0.00047,10
0.000887,12.5795566061692,15.8766120678416,0,24,0.001,0.00047,10
0.000888,12.5636799941014,15.8999990793296,0,24,0.001,0.00047,10
0.000889,12.5477799950221,15.9233473348321,0,24,0.001,0.00047,10
0.00089,12.5318566476872,15.9466567928354,0,24,0.001,0.00047,10
0.000891,12.5159099908944,15.9699274119171,0,24,0.001,0.00047,10
0.000892,12.4999400634825,15.9931591507463,0,24,0.001,0.00047,10
0.000893,12.4839469043317,16.0163519680833,0,24,0.001,0.00047,10
0.000894,12.4679305523637,16.0395058227802,0,24,0.001,0.00047,10
0.000895,12.4518910465409,16.0626206737803,0,24,0.001,0.00047,10
0.000896,12.4358284258671,16.085696480119,0,24,0.001,0.00047,10
0.000897,12.419742729387,16.1087332009229,0,24,0.001,0.00047,10
0.000898,12.4036339961861,16.1317307954108,0,24,0.001,0.00047,10
0.000899,12.3875022653906,16.154689222893,0,24,0.001,0.00047,10
0.0009,12.3713475761678,16.177608442772,0,24,0.001,0.00047,10
0.000901,12.355169967725,16.2004884145419,0,24,0.001,0.00047,10
0.000902,12.3389694793104,16.2233290977893,0,24,0.001,0.00047,10
0.000903,12.3227461502126,16.2461304521926,0,24,0.001,0.00047,10
0.000904,12.3065000197605,16.2688924375224,0,24,0.001,0.00047,10
0.000905,12.2902311273229,16.2916150136415,0,24,0.001,0.00047,10
0.000906,12.2739395123093,16.3142981405053,0,24,0.001,0.00047,10
0.000907,12.2576252141688,16.3369417781611,0,24,0.001,0.00047,10
0.000908,12.2412882723906,16.3595458867491,0,24,0.001,0.00047,10
0.000909,12.2249287265039,16.3821104265017,0,24,0.001,0.00047,10
0.00091,12.2085466160774,16.4046353577439,0,24,0.001,0.00047,10
0.000911,12.1921419807196,16.4271206408935,0,24,0.001,0.00047,10
0.000912,12.1757148600787,16.4495662364608,0,24,0.001,0.00047,10
0.000913,12.1592652938423,16.471972105049,0,24,0.001,0.00047,10
0.000914,12.1427933217372,16.494338207354,0,24,0.001,0.00047,10
0.000915,12.1262989835299,16.5166645041646,0,24,0.001,0.00047,10
0.000916,12.1097823190257,16.5389509563627,0,24,0.001,0.00047,10
0.000917,12.0932433680694,16.5611975249231,0,24,0.001,0.00047,10
0.000918,12.0766821705444,16.5834041709137,0,24,0.001,0.00047,10
0.000919,12.0600987663735,16.6055708554955,0,24,0.001,0.00047,10
0.00092,12.043493195518,16.6276975399228,0,24,0.001,0.00047,10
0.000921,12.0268654979781,16.6497841855431,0,24,0.001,0.00047,10
0.000922,12.0102157137926,16.6718307537972,0,24,0.001,0.00047,10
0.000923,11.9935438830388,16.6938372062193,0,24,0.001,0.00047,10
0.000924,11.9768500458325,16.7158035044372,0,24,0.001,0.00047,10
0.000925,11.9601342423281,16.7377296101721,0,24,0.001,0.00047,10
0.000926,11.9433965127179,16.7596154852387,0,24,0.001,0.00047,10
0.000927,11.9266368972327,16.7814610915455,0,24,0.001,0.00047,10
0.000928,11.9098554361411,16.8032663910946,0,24,0.001,0.00047,10
0.000929,11.89305216975,16.8250313459819,0,24,0.001,0.00047,10
0.00093,11.8762271384041,16.8467559183971,0,24,0.001,0.00047,10
0.000931,11.8593803824857,16.8684400706239,0,24,0.001,0.00047,10
0.000932,11.842511942415,16.8900837650397,0,24,0.001,0.00047,10
0.000933,11.82562185865,16.9116869641161,0,24,0.001,0.00047,10
0.000934,11.8087101716859,16.9332496304187,0,24,0.001,0.00047,10
0.000935,11.7917769220555,16.9547717266073,0,24,0.001,0.00047,10
0.000936,11.7748221503289,16.9762532154358,0,24,0.001,0.00047,10
0.000937,11.7578458971134,16.9976940597524,0,24,0.001,0.00047,10
0.000938,11.7408482030537,17.0190942224995,0,24,0.001,0.00047,10
0.000939,11.7238291088312,17.0404536667139,0,24,0.001,0.00047,10
0.00094,11.7067886551645,17.0617723555271,0,24,0.001,0.00047,10
0.000941,11.6897268828089,17.0830502521645,0,24,0.001,0.00047,10
0.000942,11.6726438325568,17.1042873199466,0,24,0.001,0.00047,10
0.000943,11.6555395452368,17.1254835222883,0,24,0.001,0.00047,10
0.000944,11.6384140617145,17.1466388226989,0,24,0.001,0.00047,10
0.000945,11.6212674228918,17.1677531847828,0,24,0.001,0.00047,10
0.000946,11.6040996697071,17.188826572239,0,24,0.001,0.00047,10
0.000947,11.5869108431348,17.2098589488613,0,24,0.001,0.00047,10
0.000948,11.5697009841859,17.2308502785385,0,24,0.001,0.00047,10
0.000949,11.5524701339074,17.2518005252541,0,24,0.001,0.00047,10
0.00095,11.5352183333822,17.2727096530868,0,24,0.001,0.00047,10
0.000951,11.5179456237291,17.2935776262104,0,24,0.001,0.00047,10
0.000952,11.5006520461029,17.3144044088936,0,24,0.001,0.00047,10
0.000953,11.483337641694,17.3351899655004,0,24,0.001,0.00047,10
0.000954,11.4660024517285,17.3559342604901,0,24,0.001,0.00047,10
0.000955,11.448646517468,17.376637258417,0,24,0.001,0.00047,10
0.000956,11.4312698802096,17.3972989239311,0,24,0.001,0.00047,10
0.000957,11.4138725812856,17.4179192217776,0,24,0.001,0.00047,10
0.000958,11.3964546620638,17.4384981167969,0,24,0.001,0.00047,10
0.000959,11.3790161639471,17.4590355739254,0,24,0.001,0.00047,10
0.00096,11.3615571283731,17.4795315581947,0,24,0.001,0.00047,10
0.000961,11.3440775968149,17.499986034732,0,24,0.001,0.00047,10
0.000962,11.3265776107802,17.5203989687604,0,24,0.001,0.00047,10
0.000963,11.3090572118114,17.5407703255985,0,24,0.001,0.00047,10
0.000964,11.2915164414858,17.5611000706607,0,24,0.001,0.00047,10
0.000965,11.2739553414152,17.5813881694574,0,24,0.001,0.00047,10
0.000966,11.2563739532457,17.6016345875946,0,24,0.001,0.00047,10
0.000967,11.2387723186581,17.6218392907743,0,24,0.001,0.00047,10
0.000968,11.2211504793674,17.6420022447947,0,24,0.001,0.00047,10
0.000969,11.2035084771226,17.6621234155498,0,24,0.001,0.00047,10
0.00097,11.185846353707,17.6822027690297,0,24,0.001,0.00047,10
0.000971,11.168164150938,17.7022402713208,0,24,0.001,0.00047,10
0.000972,11.1504619106667,17.7222358886055,0,24,0.001,0.00047,10
0.000973,11.1327396747781,17.7421895871625,0,24,0.001,0.00047,10
0.000974,11.1149974851909,17.7621013333669,0,24,0.001,0.00047,10
0.000975,11.0972353838575,17.78197109369,0,24,0.001,0.00047,10
0.000976,11.0794534127638,17.8017988346995,0,24,0.001,0.00047,10
0.000977,11.0616516139291,17.8215845230597,0,24,0.001,0.00047,10
0.000978,11.0438300294061,17.8413281255313,0,24,0.001,0.00047,10
0.000979,11.0259887012805,17.8610296089714,0,24,0.001,0.00047,10
0.00098,11.0081276716716,17.8806889403339,0,24,0.001,0.00047,10
0.000981,10.9902469827312,17.9003060866693,0,24,0.001,0.00047,10
0.000982,10.9723466766446,17.9198810151248,0,24,0.001,0.00047,10
0.000983,10.9544267956294,17.9394136929442,0,24,0.001,0.00047,10
0.000984,10.9364873819365,17.9589040874683,0,24,0.001,0.00047,10
0.000985,10.918528477849,17.9783521661347,0,24,0.001,0.00047,10
0.000986,10.9005501256829,17.9977578964777,0,24,0.001,0.00047,10
0.000987,10.8825523677864,18.0171212461289,0,24,0.001,0.00047,10
0.000988,10.8645352465403,18.0364421828165,0,24,0.001,0.00047,10
0.000989,10.8464988043575,18.055720674366,0,24,0.001,0.00047,10
0.00099,10.8284430836831,18.0749566886998,0,24,0.001,0.00047,10
0.000991,10.8103681269944,18.0941501938377,0,24,0.001,0.00047,10
0.000992,10.7922739768006,18.1133011578965,0,24,0.001,0.00047,10
0.000993,10.7741606756427,18.1324095490901,0,24,0.001,0.00047,10
0.000994,10.7560282660936,18.15147533573,0,24,0.001,0.00047,10
0.000995,10.7378767907579,18.1704984862247,0,24,0.001,0.00047,10
0.000996,10.7197062922716,18.1894789690803,0,24,0.001,0.00047,10
0.000997,10.7015168133026,18.2084167529002,0,24,0.001,0.00047,10
0.000998,10.6833083965497,18.2273118063854,0,24,0.001,0.00047,10
0.000999,10.6650810847433,18.2461640983341,0,24,0.001,0.00047,10
0.001,10.6468349206449,18.2649735976424,0,24,0.001,0.00047,10
0.001001,10.6285699470473,18.2837402733039,0,24,0.001,0.00047,10
0.001002,10.610286206774,18.3024640944097,0,24,0.001,0.00047,10
0.001003,10.5919837426796,18.3211450301487,0,24,0.001,0.00047,10
0.001004,10.5736625976494,18.3397830498075,0,24,0.001,0.00047,10
0.001005,10.5553228145996,18.3583781227706,0,24,0.001,0.00047,10
0.001006,10.5369644364769,18.3769302185203,0,24,0.001,0.00047,10
0.001007,10.5185875062583,18.3954393066365,0,24,0.001,0.00047,10
0.001008,10.5001920669517,18.4139053567973,0,24,0.001,0.00047,10
0.001009,10.4817781615949,18.4323283387788,0,24,0.001,0.00047,10
0.00101,10.4633458332561,18.4507082224548,0,24,0.001,0.00047,10
0.001011,10.4448951250337,18.4690449777973,0,24,0.001,0.00047,10
0.001012,10.4264260800559,18.4873385748766,0,24,0.001,0.00047,10
0.001013,10.407938741481,18.5055889838608,0,24,0.001,0.00047,10
0.001014,10.3894331524971,18.5237961750163,0,24,0.001,0.00047,10
0.001015,10.3709093563221,18.5419601187078,0,24,0.001,0.00047,10
0.001016,10.3523673962034,18.5600807853981,0,24,0.001,0.00047,10
0.001017,10.333807315418,18.5781581456485,0,24,0.001,0.00047,10
0.001018,10.3152291572724,18.5961921701184,0,24,0.001,0.00047,10
0.001019,10.2966329651022,18.6141828295657,0,24,0.001,0.00047,10
0.00102,10.2780187822727,18.6321300948469,0,24,0.001,0.00047,10
0.001021,10.2593866521778,18.6500339369166,0,24,0.001,0.00047,10
0.001022,10.2407366182409,18.6678943268283,0,24,0.001,0.00047,10
0.001023,10.2220687239141,18.6857112357338,0,24,0.001,0.00047,10
0.001024,10.2033830126783,18.7034846348834,0,24,0.001,0.00047,10
0.001025,10.1846795280435,18.7212144956264,0,24,0.001,0.00047,10
0.001026,10.1659583135478,18.7389007894104,0,24,0.001,0.00047,10
0.001027,10.1472194127584,18.7565434877819,0,24,0.001,0.00047,10
0.001028,10.1284628692706,18.7741425623861,0,24,0.001,0.00047,10
0.001029,10.1096887267083,18.791697984967,0,24,0.001,0.00047,10
0.00103,10.0908970287233,18.8092097273675,0,24,0.001,0.00047,10
0.001031,10.0720878189959,18.8266777615291,0,24,0.001,0.00047,10
0.001032,10.0532611412344,18.8441020594926,0,24,0.001,0.00047,10
0.001033,10.0344170391749,18.8614825933975,0,24,0.001,0.00047,10
0.001034,10.0155555565815,18.8788193354823,0,24,0.001,0.00047,10
0.001035,9.99667673724602,18.8961122580845,0,24,0.001,0.00047,10
0.001036,9.97778062498794,18.9133613336407,0,24,0.001,0.00047,10
0.001037,9.9588672636543,18.9305665346867,0,24,0.001,0.00047,10
0.001038,9.93993669711961,18.9477278338573,0,24,0.001,0.00047,10
0.001039,9.92098896928575,18.9648452038865,0,24,0.001,0.00047,10
0.00104,9.90202412408187,18.9819186176076,0,24,0.001,0.00047,10
0.001041,9.88304220546426,18.998948047953,0,24,0.001,0.00047,10
0.001042,9.86404325741631,19.0159334679544,0,24,0.001,0.00047,10
0.001043,9.84502732394835,19.0328748507429,0,24,0.001,0.00047,10
0.001044,9.82599444909761,19.0497721695491,0,24,0.001,0.00047,10
0.001045,9.80694467692806,19.0666253977025,0,24,0.001,0.00047,10
0.001046,9.78787805153036,19.0834345086327,0,24,0.001,0.00047,10
0.001047,9.76879461702173,19.1001994758681,0,24,0.001,0.00047,10
0.001048,9.74969441754586,19.1169202730371,0,24,0.001,0.00047,10
0.001049,9.73057749727282,19.1335968738674,0,24,0.001,0.00047,10
0.00105,9.71144390039895,19.1502292521864,0,24,0.001,0.00047,10
0.001051,9.69229367114677,19.1668173819208,0,24,0.001,0.00047,10
0.001052,9.67312685376485,19.1833612370973,0,24,0.001,0.00047,10
0.001053,9.65394349252775,19.1998607918421,0,24,0.001,0.00047,10
0.001054,9.63474363173591,19.2163160203811,0,24,0.001,0.00047,10
0.001055,9.61552731571553,19.23272689704,0,24,0.001,0.00047,10
0.001056,9.59629458881849,19.2490933962443,0,24,0.001,0.00047,10
0.001057,9.57704549542224,19.2654154925192,0,24,0.001,0.00047,10
0.001058,9.55778007992972,19.2816931604898,0,24,0.001,0.00047,10
0.001059,9.53849838676923,19.297926374881,0,24,0.001,0.00047,10
0.00106,9.51920046039435,19.3141151105178,0,24,0.001,0.00047,10
0.001061,9.49988634528383,19.3302593423249,0,24,0.001,0.00047,10
0.001062,9.48055608594151,19.3463590453271,0,24,0.001,0.00047,10
0.001063,9.46120972689618,19.3624141946493,0,24,0.001,0.00047,10
0.001064,9.44184731270153,19.3784247655161,0,24,0.001,0.00047,10
0.001065,9.42246888793601,19.3943907332526,0,24,0.001,0.00047,10
0.001066,9.40307449720276,19.4103120732837,0,24,0.001,0.00047,10
0.001067,9.38366418512948,19.4261887611345,0,24,0.001,0.00047,10
0.001068,9.36423799636835,19.4420207724303,0,24,0.001,0.00047,10
0.001069,9.34479597559591,19.4578080828965,0,24,0.001,0.00047,10
0.00107,9.32533816751302,19.4735506683589,0,24,0.001,0.00047,10
0.001071,9.30586461684466,19.4892485047433,0,24,0.001,0.00047,10
0.001072,9.28637536833992,19.504901568076,0,24,0.001,0.00047,10
0.001073,9.26687046677184,19.5205098344835,0,24,0.001,0.00047,10
0.001074,9.24734995693736,19.5360732801927,0,24,0.001,0.00047,10
0.001075,9.22781388365716,19.5515918815308,0,24,0.001,0.00047,10
0.001076,9.20826229177563,19.5670656149255,0,24,0.001,0.00047,10
0.001077,9.18869522616071,19.5824944569048,0,24,0.001,0.00047,10
0.001078,9.1691127317038,19.5978783840973,0,24,0.001,0.00047,10
0.001079,9.1495148533197,19.613217373232,0,24,0.001,0.00047,10
0.00108,9.12990163594647,19.6285114011384,0,24,0.001,0.00047,10
0.001081,9.11027312454533,19.6437604447465,0,24,0.001,0.00047,10
0.001082,9.09062936410059,19.6589644810871,0,24,0.001,0.00047,10
0.001083,9.0709703996195,19.6741234872914,0,24,0.001,0.00047,10
0.001084,9.05129627613221,19.6892374405911,0,24,0.001,0.00047,10
0.001085,9.03160703869162,19.7043063183189,0,24,0.001,0.00047,10
0.001086,9.0119027323733,19.719330097908,0,24,0.001,0.00047,10
0.001087,8.99218340227539,19.7343087568922,0,24,0.001,0.00047,10
0.001088,8.9724490935185,19.7492422729062,0,24,0.001,0.00047,10
0.001089,8.95269985124559,19.7641306236854,0,24,0.001,0.00047,10
0.00109,8.93293572062191,19.778973787066,0,24,0.001,0.00047,10
0.001091,8.91315674683484,19.793771740985,0,24,0.001,0.00047,10
0.001092,8.89336297509386,19.8085244634802,0,24,0.001,0.00047,10
0.001093,8.87355445063038,19.8232319326903,0,24,0.001,0.00047,10
0.001094,8.85373121869769,19.8378941268549,0,24,0.001,0.00047,10
0.001095,8.83389332457083,19.8525110243145,0,24,0.001,0.00047,10
0.001096,8.81404081354652,19.8670826035105,0,24,0.001,0.00047,10
0.001097,8.794173730943,19.8816088429854,0,24,0.001,0.00047,10
0.001098,8.77429212210002,19.8960897213825,0,24,0.001,0.00047,10
0.001099,8.75439603237864,19.9105252174463,0,24,0.001,0.00047,10
0.0011,8.73448550716119,19.9249153100221,0,24,0.001,0.00047,10
0.001101,8.71456059185117,19.9392599780565,0,24,0.001,0.00047,10
0.001102,8.69462133187311,19.953559200597,0,24,0.001,0.00047,10
0.001103,8.67466777267252,19.9678129567923,0,24,0.001,0.00047,10
0.001104,8.65469995971572,19.9820212258923,0,24,0.001,0.00047,10
0.001105,8.63471793848983,19.9961839872479,0,24,0.001,0.00047,10
0.001106,8.61472175450258,20.0103012203112,0,24,0.001,0.00047,10
0.001107,8.59471145328227,20.0243729046356,0,24,0.001,0.00047,10
0.001108,8.57468708037763,20.0383990198757,0,24,0.001,0.00047,10
0.001109,8.55464868135776,20.0523795457872,0,24,0.001,0.00047,10
0.00111,8.53459630181197,20.0663144622271,0,24,0.001,0.00047,10
0.001111,8.51452998734974,20.0802037491539,0,24,0.001,0.00047,10
0.001112,8.49444978360059,20.0940473866272,0,24,0.001,0.00047,10
0.001113,8.47435573621396,20.1078453548079,0,24,0.001,0.00047,10
0.001114,8.45424789085916,20.1215976339584,0,24,0.001,0.00047,10
0.001115,8.4341262932252,20.1353042044423,0,24,0.001,0.00047,10
0.001116,8.41399098902076,20.1489650467248,0,24,0.001,0.00047,10
0.001117,8.39384202397403,20.1625801413724,0,24,0.001,0.00047,10
0.001118,8.37367944383266,20.1761494690529,0,24,0.001,0.00047,10
0.001119,8.35350329436361,20.1896730105357,0,24,0.001,0.00047,10
0.00112,8.33331362135307,20.2031507466917,0,24,0.001,0.00047,10
0.001121,8.31311047060638,20.2165826584932,0,24,0.001,0.00047,10
0.001122,8.29289388794788,20.2299687270139,0,24,0.001,0.00047,10
0.001123,8.27266391922087,20.2433089334293,0,24,0.001,0.00047,10
0.001124,8.25242061028744,20.2566032590163,0,24,0.001,0.00047,10
0.001125,8.23216400702842,20.2698516851533,0,24,0.001,0.00047,10
0.001126,8.21189415534327,20.2830541933203,0,24,0.001,0.00047,10
0.001127,8.19161110114995,20.2962107650991,0,24,0.001,0.00047,10
0.001128,8.17131489038485,20.3093213821728,0,24,0.001,0.00047,10
0.001129,8.15100556900268,20.3223860263263,0,24,0.001,0.00047,10
0.00113,8.13068318297635,20.3354046794463,0,24,0.001,0.00047,10
0.001131,8.11034777829691,20.3483773235208,0,24,0.001,0.00047,10
0.001132,8.08999940097338,20.3613039406398,0,24,0.001,0.00047,10
0.001133,8.06963809703275,20.374184512995,0,24,0.001,0.00047,10
0.001134,8.04926391251975,20.3870190228795,0,24,0.001,0.00047,10
0.001135,8.02887689349687,20.3998074526885,0,24,0.001,0.00047,10
0.001136,8.00847708604418,20.4125497849188,0,24,0.001,0.00047,10
0.001137,7.98806453625926,20.4252460021689,0,24,0.001,0.00047,10
0.001138,7.96763929025709,20.4378960871392,0,24,0.001,0.00047,10
0.001139,7.94720139416996,20.4505000226318,0,24,0.001,0.00047,10
0.00114,7.92675089414732,20.4630577915508,0,24,0.001,0.00047,10
0.001141,7.90628783635577,20.4755693769018,0,24,0.001,0.00047,10
0.001142,7.88581226697887,20.4880347617926,0,24,0.001,0.00047,10
0.001143,7.86532423221708,20.5004539294326,0,24,0.001,0.00047,10
0.001144,7.84482377828765,20.5128268631332,0,24,0.001,0.00047,10
0.001145,7.82431095142451,20.5251535463076,0,24,0.001,0.00047,10
0.001146,7.80378579787821,20.537433962471,0,24,0.001,0.00047,10
0.001147,7.78324836391573,20.5496680952404,0,24,0.001,0.00047,10
0.001148,7.76269869582049,20.5618559283349,0,24,0.001,0.00047,10
0.001149,7.74213683989216,20.5739974455753,0,24,0.001,0.00047,10
0.00115,7.72156284244658,20.5860926308845,0,24,0.001,0.00047,10
0.001151,7.7009767498157,20.5981414682874,0,24,0.001,0.00047,10
0.001152,7.68037860834741,20.6101439419108,0,24,0.001,0.00047,10
0.001153,7.6597684644055,20.6221000359834,0,24,0.001,0.00047,10
0.001154,7.63914636436952,20.6340097348362,0,24,0.001,0.00047,10
0.001155,7.61851235463468,20.6458730229019,0,24,0.001,0.00047,10
0.001156,7.59786648161178,20.6576898847154,0,24,0.001,0.00047,10
